period;PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11
2015Q2;-2,5928475851174255;1,032172438511194;0,8644008852477056;-0,18462300196663753;-0,4146877429981599;-0,1618860796725987;0,7459783112169154;0,026059200438140015;-0,22824573579898003;0,04485234139341564;-0,03524866668531874
2015Q3;-2,447434127253909;0,7428949851748533;-0,8672713953201443;-0,035241587025125753;-1,0594515918207497;-0,09245318441900936;0,25122890706711015;0,1594363949013462;-0,3109404291157482;-0,009816315013658726;-0,004114940951554643
2015Q4;-2,363787520957042;1,6620287008469867;-0,6072098737677;0,20574359889489544;-0,8519668703613625;0,29996705844834254;0,09899045753330457;0,26522957229450944;-0,2883845727175105;-0,045917258180012355;0,021150429934435992
2016Q1;-1,5641921443934153;0,3212593315479132;-0,29466748568553014;-0,5424993867686138;0,04947685623797592;-0,2253105753910751;0,22737997330679863;-0,049266990365342996;-0,10559672159385644;0,3384143691738085;-0,013851953053333888
2016Q2;-1,6552597210164701;0,36932490636719956;-0,4253114118595477;-0,5241355906847566;-0,12701611205305238;0,7313143831465089;0,34512147958055917;-0,20261758131733607;-0,1172330373230145;0,2390600295449966;0,021816915253649427
2016Q3;-1,7294706504400916;0,642872254955106;-1,2813449406787918;-0,15430096266509594;-0,743362771383282;0,769190092772883;0,16869101387335275;-0,33200447514564524;-0,2855194620050494;0,11315416363557147;0,013526258551651134
2016Q4;-1,279144482162006;0,17728412575469688;-1,4770565174073385;-0,336379343421306;-0,2845949392556041;0,31847632042586016;0,034897203581608784;-0,054831163500604116;-0,28983257941502066;0,1355341120552702;-0,0038728675339569337
2017Q1;-0,5341496014498431;1,228739038701096;-0,4929680996926612;-0,3513488699191157;-0,32152063463064995;0,5502119769840441;0,48176544432022644;0,615346528944865;0,3100143388932534;0,03609916413734808;-0,028647549807653654
2017Q2;-0,4342496197330198;0,283744760572252;-0,7422777853583776;-0,5477942714786368;-0,34917794115594925;-0,06866777578431792;0,6900362020738995;0,5276678407103622;0,21007840221195714;0,026285946225505768;0,012278660246424792
2017Q3;-0,6014953862745314;0,8381117122679164;-1,4411643475140767;-0,08679046883478302;-0,8978666411289975;0,5924591069823846;0,5631222128098605;0,387838061608562;0,16636073845765265;-0,056824676923807646;0,036031858341841604
2017Q4;-0,4569588146255568;0,28296585786132106;-1,7773119822399956;-0,3230000758702748;-0,9413655078455702;-0,24903045133100332;0,3876969043354301;0,5192476880657145;0,09472949401183144;-0,027962205676196186;0,0464094131198959
2018Q1;-0,3393831219802873;0,7746628241093516;-1,2419253189206;-0,44469527066590486;-0,10060579630788731;0,47532408538434745;-0,2239519930543445;-0,42096763199160575;0,26089098236727876;0,07902051283454874;-0,006202870604056862
2018Q2;-0,2728340907898156;0,19079770280543154;-1,2290032419441426;-0,5822251689225734;-0,03011185032706668;-0,19649224791756575;-0,0463334214331483;-0,47416445575987703;0,1904053585165556;0,08911158617013663;0,0012608245736278462
2018Q3;-0,1868708110177724;-0,4378856531144903;-2,1861578560903645;-0,5509551669574148;-0,4448336374034172;-0,7082745079050726;-0,16444772326530213;-0,5015391702566043;0,05298410089481188;0,042729926452574354;-0,019229947089239145
2018Q4;-0,016159278305334097;0,4433045663243271;-2,068022655001411;-0,3773875125519518;-0,1400158215911974;-0,34561956111528636;-0,49668210429204773;-0,2282920030370172;0,15659876348778076;0,0751769944877214;0,011628898345850893
2019Q1;0,28847177348086106;-0,5256709456975953;-0,9777209113153491;-0,8346799988291596;-0,08062379832464364;-1,1198882122334965;0,1976698510924673;-0,1504033717317378;0,11722461778523423;0,08214840464443762;0,026211317061596514
2019Q2;0,28078216923061494;-0,0034826335061177464;-1,032512599442151;-0,6070331209632072;-0,12628011064956177;-0,9017134186110893;0,07984069995612367;-0,12307611388838229;0,12287921653233076;0,06200238389779315;0,012168002063002501
2019Q3;0,3460013444888995;-0,05025440608374104;-1,4637444951351515;-0,6803786910553605;-0,34757964875027303;-0,9760741974281187;-0,21533540407764468;-0,021116613795225107;0,06088133186157046;0,023108140042520688;-0,002599665095985212
2019Q4;0,0947148148520333;1,3554600596758293;-1,1192798999285978;-0,17643839317199214;-0,549257923778149;0,3238035437835012;-0,20043906304617734;-0,2128922925375038;0,056078498882190124;-0,11269565329526147;0,00855822576784265
2020Q1;0,658350336436709;1,3336239361135487;0,030791425697942375;-0,6997642492040629;0,1837543925937093;0,4312211126113855;-0,37688012379659114;-0,07622000718958595;0,09840435514360439;0,3501841043942362;-0,0686921608889233
2020Q2;1,7958293494646316;-2,4177033770654677;0,3704119310834599;-2,7726104163465557;1,3238680119695192;2,0589249023234357;-0,12205732338305793;0,23056245317069357;-0,026926252931581865;0,06893799729375828;-0,04634901068537865
2020Q3;1,357069259475156;0,085055076255659;0,6818232464064129;-1,6457964131645482;0,8913417262503032;1,4191438665848097;-0,23551285655925983;0,01536996242156503;-0,15784604712417466;0,024982488504760335;0,05024107989561795
2020Q4;1,8631277184886477;-1,0640196827064534;-0,3294765242694937;-2,0246740306926387;0,8559067379103245;0,2007719673111193;-0,6277125059009278;0,3091751822070682;-0,35400406626435915;-0,012338579025478824;0,06132919592462873
2021Q1;2,278810027499265;0,4935926940849477;1,5511583799586421;-1,6379584880235398;0,8994783959440577;0,4219071391052034;0,34949313249436204;-0,36378558451453163;0,2109718820382408;0,03066533597463871;-0,011966968125907865
2021Q2;1,995476636688068;4,149180940449005;2,36227805887854;-0,3169913936614667;0,9633865680659585;-1,1946513532217888;-0,160721438919659;-0,19199116745120365;0,17604744647413254;0,12547961629581889;0,014059482939278278
2021Q3;2,63862741460056;2,008001202096956;0,3467622278182795;-0,8798869962901946;0,605925149792687;-0,14937723594876073;-0,5132151845912246;-0,0042199259818066865;0,02524760714159918;-0,0780243621882182;-0,004651025880975273
2021Q4;2,5883778631790535;2,1370667092117404;-0,3113683343889299;-0,30313417350613;0,08079378876549834;-0,3546992828861089;-0,23718011926379573;-0,3935536883720265;-0,2735392792947698;-0,2855523879949713;0,05766444421206334
2022Q1;3,484360764378767;0,7128516816357543;-0,43039011189536774;-0,7719501625953381;1,0076395180151814;-0,5260978629613353;0,014213849306162669;0,07438844441081584;-0,18505820856736616;-0,25931865933848813;0,0055279713856167855
2022Q2;3,9023946371474687;0,6982994818920897;-0,6334573947672454;-0,12160152422778663;1,7156495843586599;-0,35464266513566417;0,3334543866387335;0,1792313223946185;0,006468403763863592;-0,1295732275659076;0,014001507386626973
2022Q3;4,1731855640117015;0,9542695910450959;-2,0062751860614916;1,150903137867411;1,1938792588361415;0,031880317357844294;-0,0011713677213871546;0,17759231091702704;-0,05714695548801839;-0,16674479816030427;-0,10359581184979941
2022Q4;4,250078146190416;-0,8884587036466672;-1,7670271113633222;1,7139984632567105;0,9315651128626721;0,3536722061601812;0,6070138004756831;-0,3012024148089787;-0,17002967245077835;-0,17883268452074516;-0,08224892714471656
2023Q1;4,318247438885217;-0,5985783990074908;-0,54089469761366;2,04394351321828;1,0547913367922526;0,01534971415270986;0,729589554591953;0,07857598838300502;0,12256580383141097;0,09253133543602117;0,06398119161963717
2023Q2;4,063618918841578;-1,5718085016690067;-0,06426105391123188;1,7146309908552981;0,5811337246348349;0,22676992014411756;0,619075407856101;-0,046162043994965214;0,09684908097097529;0,11388714537364816;-0,013851476578785079
2023Q3;3,7684439824898197;-0,9182218976538461;-0,3497410007196769;1,872369480335622;-0,24822456011758148;0,205546654835044;-0,2209515246730456;0,11394232119555732;0,07695249147941563;0,16492155445221934;0,0950008278272532
2023Q4;3,4697757814758625;-0,6340232098122855;0,2489137253977802;1,580148316831932;-0,6931032210617835;0,5315113574530836;-0,593879298670981;0,0973132815316397;0,005091101806020967;0,10307483044740365;0,08073454787164999
2024Q1;3,1784871896236884;-1,5032839844070918;1,4704289076111534;1,023385410933988;-1,0002492705000292;-0,06574932530705979;0,2876638553013249;-0,16311838611674687;-0,08807167004296616;0,04035959163180925;0,04502054987296996
2024Q2;3,1036785742947854;-1,2982310135628092;1,714965380831902;0,6686323366620696;-0,9548856020816298;-0,2157777753431082;0,022044118838456212;0,014926286708687361;-0,025047193170198382;0,085336067888907;-0,06209427058949528
2024Q3;2,7134829262763485;-0,8687420006094335;0,9795416768349211;0,6149131937452657;-1,8306499158008644;0,03347736866231471;-0,3287938788395163;-0,0900438122418544;-0,11983126022418138;-0,003124865052218292;-0,04419850799767103
2024Q4;2,71887946942536;-0,05083785694820589;1,0249032803593658;0,28566107209911656;-1,5872830486941973;-0,3256860326278919;-0,46628284582822604;0,08089783583715324;-0,12809313237235562;-0,03919680492908579;-0,04617126588203963
2025Q1;2,7919760409492747;-1,062314768580738;1,7662373811674985;-0,797004492301836;-0,801994216314417;-0,4056541665312551;0,12418274561777905;0,08363609428062427;-0,02202322886098827;-0,0016913390613312762;0,026961410949088365
2025Q2;2,557836010991298;0,314205437656848;2,104446579486861;-0,5401508139086645;-0,8329121602540273;-0,017710562580364256;-0,09843269593746552;0,15192768569143222;0,08208874208036994;0,023048532469888038;-0,03125274483103708
2025Q3;2,673439858711;0,17445623900605262;0,9411095349853913;-0,4067330862569097;-1,139063165701417;-0,49875543875998274;-0,2679826265582941;0,20521983046315023;-0,005162004926127296;-0,009278533243622822;-0,046129425266383015
2025Q4;2,4893547420977176;0,5127011066857353;1,3024363955380127;-0,585287330437433;-1,164359859802615;0,11481562710478213;-0,0849450182490669;0,04920617844813758;-0,029155152414322177;-0,10505862501076622;0,0008694647219425054
