period;PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9
2017Q3;-0,44068545137591636;0,8219698281541677;-1,575238843086167;-0,2695961063098544;-0,6904432054113269;-0,36839338849469894;0,7027906730098249;0,10668674738309736;-0,09330003397053033
2017Q4;-0,29415905480821686;0,23345686571745947;-1,8629414989646373;-0,49021231505823964;-0,4621873104006083;0,46202711615934994;0,6778253063823612;-0,005501066763809943;-0,10544093126049141
2018Q1;-0,43815692636788806;0,6187992129009713;-1,2484154408608066;-0,5071916229231421;-0,15281708553061413;-0,4531391945320416;-0,4513894828081347;0,2840501861488472;0,12528556367195473
2018Q2;-0,25609925847540926;0,07008143921747537;-1,2116975795688474;-0,6295538048174445;0,2734335752753573;0,07770283386961895;-0,3615239317005159;0,24289970699028743;0,15292531685114893
2018Q3;-0,05268019135002336;-0,5574414816988293;-2,186676977588364;-0,6486801565794145;0,1955206982203164;0,6626970446018495;-0,4303031955304127;0,14840173980699586;0,13052464209633505
2018Q4;-0,21461300150462018;0,21007189478762844;-2,0360186300573377;-0,4391437251955082;0,030572741231033134;0,3801629015949005;-0,509372483553323;0,12776409629953286;0,06382301578782243
2019Q1;0,35790136935607025;-0,5716702851288674;-0,9315598763468327;-0,8683140182061196;0,626414594321193;0,9274863240338829;0,04139922472937818;0,11940812971385985;0,09568845797895104
2019Q2;0,24903078864471923;-0,0716548172535072;-1,02138709243437;-0,6575904881536772;0,4517345782468401;0,7732786119996029;-0,021828114350398983;0,1196979690961501;0,07265159547967252
2019Q3;0,2479420355018932;-0,16480460018967832;-1,4520898585662203;-0,7465459618591159;0,19649110282789053;0,9821551769087842;-0,1448329489358409;0,04087149902390268;0,013703901385944153
2019Q4;-0,09769159122587211;1,277353353190795;-1,2478443301378759;-0,308080673909228;-0,41633263439789886;-0,17946360290236849;-0,27245288737840406;0,11026541477250301;-0,0720758694600443
2020Q1;0,19213178386486351;1,203012652573218;0,04524910303477585;-0,7005311985632545;-0,12242544545678538;-0,38668900229860387;-0,3444907578424897;0,0027193060502680643;0,3096529111171567
2020Q2;1,331041497512383;-2,6804170623999846;0,8568159899570692;-2,474529227324601;-0,06095854889969998;-2,17878726482221;-0,049137925025281456;-0,1117666141514161;0,004024301458579144
2020Q3;0,7633303865681658;-0,09878247900081087;0,8862119483750218;-1,4909434040653744;-0,0063298283493290475;-1,5189909973391758;-0,269740412900968;-0,20303427351017658;-0,04228145595663652
2020Q4;1,1883140256009022;-1,3549210597846564;-0,013308610740973234;-1,8329398246896698;0,27557240679608286;-0,2875830503600737;-0,3384905312691151;-0,45781033660638776;-0,15226787239674347
2021Q1;1,7320004360529317;0,5203281378094976;1,6498763202148157;-1,5360743666503174;0,7763559584981182;-0,8184332619423046;-0,08583558945012253;0,26285135173528695;0,09572489118137346
2021Q2;0,8802417956060727;4,120941087179175;2,210803548531851;-0,2915766495930569;1,298319961769978;0,7520449845172476;-0,3337311848408796;0,12315093976256135;0,09844129766820385
2021Q3;1,586620836404326;1,8535014108049164;0,35853407242852364;-0,8429382943110626;0,43587631539658245;0,005597696338442082;-0,4415514684901803;-0,011725630314505504;-0,11565395956508415
2021Q4;1,7579202672002658;2,101425543891961;-0,46209439108704464;-0,3837103515083472;0,4596838702231718;0,16376546309250578;-0,49868088879508776;-0,12603819865012192;-0,222749729477496
2022Q1;2,4699744017955507;0,5546977125186499;-0,32836231881182365;-0,6888965113315942;1,096785698511944;0,09111902072250373;-0,049718741888097606;-0,13837688401601128;-0,25808112759769525
2022Q2;2,776956950698904;0,49530743481627654;-0,4514535307584123;0,018778595027619752;1,5755162283853974;-0,3039986389562877;0,20024046211730107;-0,02060018115696741;-0,16480237966155478
2022Q3;3,003294023265716;0,7468026432480998;-1,9311113010588243;1,1918805906327934;0,9106465619613205;-0,42770099161155206;0,014348730796390718;-0,03937842006268171;-0,15063762982773984
2022Q4;3,7031989426275396;-0,8099815558109769;-1,725775945830699;1,7267427515883622;0,9101297940605346;-0,8402190338104151;0,1418279114212474;0,016856570942529278;-0,03595658685422691
2023Q1;3,8274687098255784;-0,3979296837437895;-0,4960730834848771;2,072571436991877;0,9820344826610825;-0,471268267609327;0,47635984071555737;0,07363713502718205;0,05774322526384536
2023Q2;3,8632440924373603;-1,2505438577834391;-0,027523757962036235;1,734374353834368;0,5001352446718286;-0,4936337567137144;0,3693468035331046;0,10421108122361884;0,1406362939101313
2023Q3;3,5310151642405625;-0,5985544712211898;-0,4066379079977059;1,7994581405355734;-0,4477584490843348;-0,004763635527794722;-0,07411945117078719;-0,04602851321814738;0,0606350493344639
2023Q4;3,2438398512131896;-0,27304032596717376;0,13342828249055302;1,4836305598177695;-1,0506109239097083;-0,08060220273021557;-0,31707787772959517;-0,10294883561945257;0,0024956705072463736
2024Q1;3,448186558491174;-0,8772568323885146;1,2778008447055451;0,8986111690409471;-0,5936392618148706;0,3001455247237397;0,16638559639372885;-0,027677987541599395;0,08004005804488362
2024Q2;3,2177653494320624;-0,7440543701582274;1,5567544792707921;0,5780972367611965;-0,674124166360796;0,5250496588882391;0,11995752283825917;-0,005410086410979488;0,1207742616452229
2024Q3;2,9153643505029;-0,3029874521734539;0,6982828465787485;0,4026367195342502;-1,445833102231286;0,5918231400302697;-0,1516485110282314;-0,06043001173397301;0,04679970042024666
2024Q4;2,6384010095631036;0,39402158962995487;0,7601061418701734;0,09897296028532959;-1,185709931141144;0,8858203201269468;-0,1541755628821203;-0,11157371978781094;-0,028089473574066347
2025Q1;2,7969006180805756;-0,6384121137839994;1,6809453685444324;-0,8568493500340966;-0,3773688191590803;0,5998109693719682;0,20105493403801417;-0,026755467634771674;-0,008718887325978029
2025Q2;2,3350523514629526;0,6906839944801536;1,9461357272165751;-0,6227721333480096;-0,6760807617692507;0,3269790790742898;0,09762151055156157;0,045339283553766915;0,011569756912656003
2025Q3;2,4342684218930746;0,49235882037806716;0,7640918093413303;-0,5422824083210731;-0,7211828941597715;0,872951990007391;0,03557694011434338;-0,035940218871733064;-0,023286137564037773
2025Q4;2,2873925641502773;0,8636493722096186;1,0877261465700874;-0,7346676572841147;-0,8596155545100619;0,24585867639490988;0,041457899215830395;-0,003137494704570317;-0,08910288523616912
